city_ibge_code,IDHM,IDHM_E,IDHM_L,IDHM_R,ANO_IDH,GINI
2202505,0.552,0.409,0.771,0.533,2010,0.62
2202539,0.505,0.347,0.775,0.48,2010,0.58
2202554,0.541,0.426,0.715,0.52,2010,0.53
2202604,0.587,0.473,0.754,0.566,2010,0.48
2202653,0.488,0.329,0.708,0.498,2010,0.52
2202703,0.497,0.334,0.712,0.516,2010,0.56
2202711,0.555,0.399,0.78,0.55,2010,0.51
2202729,0.498,0.315,0.779,0.504,2010,0.59
2202737,0.565,0.453,0.732,0.543,2010,0.48
2202752,0.628,0.55,0.778,0.578,2010,0.49
2202778,0.588,0.462,0.772,0.57,2010,0.51
2202802,0.589,0.482,0.759,0.559,2010,0.53
2202851,0.546,0.433,0.725,0.518,2010,0.57
2202901,0.642,0.54,0.789,0.62,2010,0.6
2203008,0.573,0.469,0.77,0.521,2010,0.61
2203107,0.566,0.434,0.713,0.586,2010,0.59
2203206,0.607,0.527,0.741,0.574,2010,0.55
2203230,0.542,0.438,0.743,0.49,2010,0.51
2203255,0.555,0.438,0.762,0.512,2010,0.53
2203271,0.527,0.422,0.685,0.506,2010,0.58
2203305,0.618,0.515,0.781,0.588,2010,0.48
2203354,0.561,0.436,0.718,0.563,2010,0.52
2203404,0.601,0.488,0.762,0.583,2010,0.52
2203420,0.55,0.403,0.755,0.547,2010,0.56
2203453,0.549,0.439,0.756,0.498,2010,0.54
2203503,0.58,0.45,0.758,0.573,2010,0.48
2203602,0.595,0.462,0.742,0.616,2010,0.57
2203701,0.605,0.497,0.769,0.579,2010,0.51
2203750,0.548,0.441,0.738,0.506,2010,0.52
2203800,0.547,0.443,0.704,0.525,2010,0.57
2203859,0.538,0.391,0.753,0.53,2010,0.51
2203909,0.7,0.633,0.802,0.676,2010,0.55
2204006,0.564,0.475,0.722,0.523,2010,0.56
2204105,0.577,0.45,0.756,0.565,2010,0.52
2204154,0.553,0.425,0.701,0.567,2010,0.5
2204204,0.608,0.498,0.754,0.598,2010,0.51
2204303,0.619,0.511,0.748,0.621,2010,0.56
2204352,0.561,0.446,0.755,0.524,2010,0.46
2204402,0.548,0.38,0.753,0.574,2010,0.68
2204501,0.65,0.542,0.794,0.639,2010,0.5
2204550,0.508,0.381,0.711,0.483,2010,0.57
2204600,0.599,0.524,0.776,0.528,2010,0.52
2204659,0.563,0.472,0.708,0.534,2010,0.51
2204709,0.624,0.56,0.772,0.562,2010,0.52
2204808,0.63,0.583,0.765,0.56,2010,0.47
2204907,0.582,0.41,0.767,0.628,2010,0.79
2205003,0.541,0.401,0.725,0.545,2010,0.5
2205102,0.583,0.46,0.727,0.594,2010,0.55
2205151,0.535,0.416,0.724,0.509,2010,0.52
2205201,0.524,0.366,0.709,0.556,2010,0.52
2205250,0.593,0.55,0.711,0.532,2010,0.51
2205276,0.566,0.442,0.78,0.525,2010,0.46
2205300,0.591,0.461,0.787,0.569,2010,0.49
2205359,0.561,0.46,0.752,0.51,2010,0.49
2205409,0.522,0.384,0.765,0.485,2010,0.6
2205458,0.504,0.353,0.726,0.501,2010,0.57
2205508,0.618,0.512,0.781,0.591,2010,0.57
2205516,0.57,0.47,0.753,0.522,2010,0.51
2205524,0.582,0.508,0.777,0.5,2010,0.53
2205532,0.555,0.435,0.767,0.511,2010,0.54
2205540,0.597,0.488,0.776,0.561,2010,0.53
2205557,0.55,0.425,0.728,0.538,2010,0.53
2205565,0.502,0.358,0.744,0.474,2010,0.59
2205573,0.529,0.4,0.743,0.499,2010,0.53
2205581,0.583,0.464,0.778,0.548,2010,0.47
2205599,0.541,0.421,0.745,0.504,2010,0.55
2205607,0.584,0.48,0.738,0.563,2010,0.54
2205706,0.541,0.398,0.73,0.544,2010,0.59
2205805,0.545,0.42,0.7,0.55,2010,0.51
2205854,0.563,0.489,0.772,0.472,2010,0.53
2205904,0.573,0.466,0.758,0.534,2010,0.55
2205953,0.562,0.438,0.7,0.578,2010,0.49
2206001,0.59,0.494,0.717,0.58,2010,0.48
2206050,0.525,0.386,0.73,0.514,2010,0.51
2206100,0.562,0.438,0.779,0.521,2010,0.52
2206209,0.539,0.396,0.742,0.533,2010,0.6
2206308,0.623,0.533,0.782,0.579,2010,0.52
2206357,0.508,0.357,0.772,0.476,2010,0.55
2206407,0.615,0.524,0.781,0.568,2010,0.5
2206506,0.561,0.404,0.739,0.591,2010,0.53
2206605,0.578,0.474,0.768,0.531,2010,0.57
2206654,0.542,0.435,0.774,0.472,2010,0.58
2206670,0.55,0.418,0.742,0.536,2010,0.53
2206696,0.53,0.391,0.777,0.489,2010,0.6
2206704,0.576,0.51,0.707,0.531,2010,0.56
2206720,0.602,0.512,0.78,0.546,2010,0.5
2206753,0.586,0.462,0.78,0.557,2010,0.5
2206803,0.533,0.411,0.732,0.503,2010,0.48
2206902,0.562,0.418,0.775,0.547,2010,0.51
2206951,0.528,0.392,0.702,0.536,2010,0.56
2207009,0.634,0.547,0.753,0.619,2010,0.58
2207108,0.576,0.477,0.746,0.537,2010,0.56
2207207,0.541,0.427,0.699,0.531,2010,0.52
2207306,0.575,0.492,0.721,0.537,2010,0.49
2207355,0.559,0.427,0.732,0.56,2010,0.6
2207405,0.557,0.431,0.704,0.57,2010,0.6
2207504,0.562,0.443,0.776,0.515,2010,0.59
2207553,0.509,0.348,0.731,0.519,2010,0.51
2207603,0.575,0.464,0.777,0.526,2010,0.56
2207702,0.687,0.604,0.816,0.658,2010,0.57
2207751,0.561,0.393,0.758,0.594,2010,0.54
2207777,0.563,0.448,0.755,0.529,2010,0.5
2207793,0.514,0.376,0.742,0.488,2010,0.6
2207801,0.6,0.472,0.767,0.596,2010,0.6
2207850,0.526,0.379,0.748,0.512,2010,0.53
2207900,0.571,0.428,0.767,0.566,2010,0.58
2207934,0.562,0.496,0.746,0.479,2010,0.55
2207959,0.554,0.425,0.77,0.52,2010,0.62
2208007,0.698,0.621,0.8,0.684,2010,0.56
2208106,0.566,0.423,0.774,0.553,2010,0.57
2208205,0.564,0.44,0.758,0.538,2010,0.56
2208304,0.596,0.478,0.77,0.575,2010,0.54
2208403,0.635,0.533,0.775,0.621,2010,0.55
2208502,0.549,0.406,0.758,0.537,2010,0.57
2208551,0.563,0.452,0.732,0.539,2010,0.49
2208601,0.565,0.448,0.764,0.527,2010,0.54
2208650,0.515,0.368,0.758,0.49,2010,0.53
2208700,0.589,0.478,0.766,0.557,2010,0.57
2208809,0.591,0.498,0.714,0.582,2010,0.57
2208858,0.541,0.431,0.761,0.483,2010,0.6
2208874,0.52,0.368,0.758,0.505,2010,0.58
2208908,0.601,0.485,0.787,0.568,2010,0.57
2209005,0.572,0.442,0.767,0.552,2010,0.54
2209104,0.601,0.53,0.72,0.57,2010,0.49
2209153,0.577,0.509,0.719,0.524,2010,0.44
2209203,0.544,0.385,0.789,0.53,2010,0.59
2209302,0.588,0.49,0.768,0.539,2010,0.51
2209351,0.574,0.476,0.736,0.539,2010,0.47
2209377,0.567,0.483,0.699,0.539,2010,0.52
2209401,0.584,0.473,0.704,0.597,2010,0.47
2209450,0.619,0.582,0.776,0.524,2010,0.49
2209500,0.613,0.546,0.776,0.543,2010,0.52
2209559,0.596,0.514,0.771,0.533,2010,0.53
2209609,0.61,0.52,0.742,0.587,2010,0.52
2209658,0.485,0.336,0.734,0.462,2010,0.6
2209708,0.57,0.448,0.744,0.557,2010,0.54
2209757,0.56,0.438,0.701,0.572,2010,0.67
2209807,0.616,0.588,0.739,0.538,2010,0.55
2209856,0.559,0.446,0.726,0.539,2010,0.52
2209872,0.515,0.351,0.753,0.516,2010,0.54
2209906,0.582,0.478,0.757,0.545,2010,0.57
2209955,0.559,0.46,0.708,0.536,2010,0.57
2209971,0.523,0.401,0.72,0.496,2010,0.55
2210003,0.645,0.567,0.769,0.615,2010,0.57
2210052,0.565,0.44,0.775,0.529,2010,0.49
2210102,0.573,0.449,0.766,0.548,2010,0.57
2210201,0.552,0.423,0.7,0.569,2010,0.43
2210300,0.594,0.455,0.775,0.593,2010,0.51
2210359,0.595,0.499,0.753,0.56,2010,0.47
2210375,0.554,0.433,0.757,0.52,2010,0.5
2210383,0.563,0.413,0.774,0.557,2010,0.54
2210391,0.535,0.407,0.747,0.505,2010,0.55
2210409,0.556,0.434,0.78,0.508,2010,0.57
2210508,0.595,0.492,0.776,0.553,2010,0.56
2210607,0.661,0.587,0.779,0.631,2010,0.55
2210623,0.536,0.394,0.77,0.508,2010,0.59
2210631,0.562,0.467,0.736,0.516,2010,0.58
2210656,0.581,0.496,0.764,0.518,2010,0.51
2210706,0.575,0.44,0.771,0.56,2010,0.51
2210805,0.627,0.525,0.767,0.613,2010,0.57
2210904,0.561,0.465,0.739,0.513,2010,0.57
2210938,0.586,0.476,0.749,0.563,2010,0.46
2210953,0.501,0.36,0.685,0.509,2010,0.54
2210979,0.579,0.499,0.704,0.553,2010,0.48
2211001,0.751,0.707,0.82,0.731,2010,0.61
2211100,0.577,0.453,0.781,0.542,2010,0.52
2211209,0.631,0.516,0.794,0.614,2010,0.53
2211308,0.647,0.566,0.773,0.62,2010,0.53
2211357,0.553,0.44,0.743,0.518,2010,0.57
2211407,0.571,0.474,0.708,0.554,2010,0.51
2211506,0.503,0.375,0.685,0.494,2010,0.58
2211605,0.565,0.471,0.685,0.559,2010,0.6
2211704,0.544,0.443,0.708,0.513,2010,0.51
2300101,0.628,0.612,0.748,0.54,2010,0.48
2300150,0.606,0.562,0.709,0.559,2010,0.43
2300200,0.601,0.517,0.758,0.554,2010,0.6
2300309,0.595,0.517,0.724,0.563,2010,0.57
2300408,0.569,0.474,0.749,0.518,2010,0.53
2300507,0.6,0.524,0.751,0.549,2010,0.46
2300606,0.602,0.515,0.774,0.547,2010,0.55
2300705,0.601,0.499,0.774,0.563,2010,0.48
2300754,0.606,0.582,0.761,0.503,2010,0.56
2300804,0.599,0.506,0.772,0.55,2010,0.51
2300903,0.618,0.593,0.741,0.536,2010,0.54
2301000,0.641,0.55,0.788,0.608,2010,0.48
2301109,0.655,0.624,0.742,0.607,2010,0.53
2301208,0.615,0.556,0.759,0.55,2010,0.51
2301257,0.59,0.516,0.763,0.522,2010,0.53
2301307,0.564,0.459,0.759,0.515,2010,0.56
2301406,0.622,0.587,0.775,0.53,2010,0.49
2301505,0.618,0.564,0.74,0.565,2010,0.53
2301604,0.6,0.482,0.783,0.573,2010,0.59
2301703,0.605,0.521,0.764,0.557,2010,0.53
2301802,0.627,0.575,0.763,0.563,2010,0.46
2301851,0.606,0.53,0.779,0.54,2010,0.55
2301901,0.683,0.637,0.817,0.613,2010,0.51
2301950,0.616,0.551,0.771,0.551,2010,0.5
2302008,0.599,0.51,0.758,0.556,2010,0.5
2302057,0.571,0.505,0.72,0.512,2010,0.55
2302107,0.619,0.548,0.753,0.574,2010,0.48
2302206,0.638,0.571,0.778,0.585,2010,0.55
2302305,0.623,0.598,0.76,0.533,2010,0.55
2302404,0.598,0.504,0.768,0.553,2010,0.59
2302503,0.647,0.592,0.768,0.596,2010,0.52
2302602,0.62,0.578,0.729,0.565,2010,0.56
2302701,0.63,0.556,0.769,0.584,2010,0.58
2302800,0.612,0.526,0.765,0.571,2010,0.58
2302909,0.611,0.593,0.73,0.527,2010,0.57
2303006,0.592,0.505,0.779,0.528,2010,0.5
2303105,0.596,0.526,0.749,0.537,2010,0.54
2303204,0.578,0.483,0.73,0.549,2010,0.51
2303303,0.597,0.519,0.751,0.546,2010,0.52
2303402,0.593,0.513,0.76,0.536,2010,0.53
2303501,0.646,0.578,0.793,0.587,2010,0.48
2303600,0.618,0.56,0.764,0.551,2010,0.51
2303659,0.609,0.587,0.717,0.537,2010,0.53
2303709,0.682,0.632,0.808,0.62,2010,0.48
2303808,0.627,0.553,0.753,0.592,2010,0.56
2303907,0.586,0.536,0.716,0.524,2010,0.5
2303931,0.585,0.523,0.778,0.493,2010,0.58
2303956,0.604,0.522,0.742,0.57,2010,0.5
2304004,0.61,0.568,0.758,0.526,2010,0.51
2304103,0.644,0.55,0.787,0.618,2010,0.6
2304202,0.713,0.673,0.822,0.655,2010,0.57
2304236,0.59,0.544,0.76,0.497,2010,0.57
2304251,0.632,0.586,0.752,0.573,2010,0.58
2304269,0.609,0.562,0.742,0.542,2010,0.5
2304277,0.61,0.547,0.754,0.551,2010,0.46
2304285,0.701,0.621,0.794,0.7,2010,0.65
2304301,0.633,0.605,0.774,0.541,2010,0.54
2304350,0.644,0.602,0.76,0.583,2010,0.45
2304400,0.754,0.695,0.824,0.749,2010,0.61
2304459,0.624,0.588,0.734,0.562,2010,0.51
2304509,0.604,0.536,0.746,0.551,2010,0.53
2304608,0.568,0.449,0.744,0.548,2010,0.51
2304657,0.57,0.477,0.755,0.514,2010,0.55
2304707,0.559,0.453,0.778,0.495,2010,0.62
2304806,0.585,0.526,0.715,0.533,2010,0.51
2304905,0.633,0.598,0.724,0.585,2010,0.47
2304954,0.617,0.56,0.768,0.546,2010,0.47
2305001,0.609,0.528,0.776,0.552,2010,0.51
2305100,0.637,0.61,0.736,0.576,2010,0.47
2305209,0.597,0.499,0.775,0.549,2010,0.51
2305233,0.658,0.61,0.788,0.594,2010,0.42
2305266,0.577,0.489,0.759,0.517,2010,0.55
2305308,0.608,0.525,0.767,0.559,2010,0.47
2305332,0.606,0.571,0.758,0.514,2010,0.52
2305357,0.616,0.541,0.757,0.572,2010,0.47
2305407,0.606,0.536,0.731,0.568,2010,0.55
2305506,0.677,0.599,0.808,0.642,2010,0.54
2305605,0.632,0.592,0.759,0.561,2010,0.55
2305654,0.579,0.506,0.766,0.502,2010,0.55
2305704,0.606,0.491,0.729,0.621,2010,0.63
2305803,0.618,0.532,0.762,0.583,2010,0.56
2305902,0.573,0.479,0.735,0.534,2010,0.56
2306009,0.652,0.632,0.733,0.597,2010,0.55
2306108,0.605,0.557,0.755,0.526,2010,0.61
2306207,0.656,0.642,0.758,0.581,2010,0.44
2306256,0.626,0.548,0.768,0.583,2010,0.45
2306306,0.623,0.568,0.76,0.561,2010,0.54
2306405,0.64,0.613,0.761,0.562,2010,0.56
2306504,0.604,0.542,0.775,0.525,2010,0.5
2306553,0.606,0.558,0.753,0.529,2010,0.53
2306603,0.562,0.463,0.747,0.514,2010,0.54
2306702,0.612,0.535,0.776,0.552,2010,0.56
2306801,0.618,0.559,0.735,0.575,2010,0.45
2306900,0.621,0.543,0.76,0.58,2010,0.52
2307007,0.624,0.548,0.779,0.568,2010,0.47
2307106,0.614,0.542,0.779,0.547,2010,0.53
2307205,0.651,0.634,0.776,0.562,2010,0.5
2307254,0.652,0.625,0.723,0.614,2010,0.59
2307304,0.694,0.642,0.81,0.644,2010,0.54
2307403,0.598,0.511,0.772,0.541,2010,0.49
2307502,0.613,0.515,0.778,0.576,2010,0.6
2307601,0.682,0.623,0.804,0.633,2010,0.49
2307635,0.61,0.545,0.778,0.536,2010,0.58
2307650,0.686,0.665,0.788,0.617,2010,0.43
2307700,0.659,0.618,0.788,0.587,2010,0.44
2307809,0.612,0.553,0.734,0.564,2010,0.54
2307908,0.599,0.522,0.76,0.541,2010,0.59
2308005,0.616,0.554,0.778,0.541,2010,0.47
2308104,0.605,0.526,0.772,0.544,2010,0.56
2308203,0.618,0.554,0.761,0.559,2010,0.47
2308302,0.628,0.569,0.777,0.561,2010,0.47
2308351,0.626,0.558,0.784,0.56,2010,0.54
2308377,0.592,0.523,0.778,0.51,2010,0.64
2308401,0.622,0.552,0.754,0.579,2010,0.57
2308500,0.582,0.489,0.735,0.549,2010,0.54
2308609,0.61,0.538,0.773,0.545,2010,0.55
2308708,0.61,0.525,0.758,0.569,2010,0.52
2308807,0.581,0.516,0.768,0.495,2010,0.51
2308906,0.588,0.511,0.76,0.524,2010,0.54
2309003,0.607,0.541,0.732,0.565,2010,0.57
2309102,0.607,0.534,0.759,0.551,2010,0.55
2309201,0.625,0.554,0.779,0.567,2010,0.57
2309300,0.614,0.524,0.754,0.585,2010,0.5
2309409,0.605,0.526,0.763,0.552,2010,0.6
2309458,0.594,0.519,0.771,0.524,2010,0.53
2309508,0.636,0.557,0.793,0.582,2010,0.49
2309607,0.659,0.596,0.788,0.609,2010,0.47
2309706,0.675,0.652,0.779,0.605,2010,0.44
2309805,0.635,0.58,0.773,0.571,2010,0.5
2309904,0.621,0.571,0.745,0.562,2010,0.5
2310001,0.638,0.628,0.723,0.572,2010,0.47
2310100,0.622,0.551,0.742,0.59,2010,0.63
2310209,0.637,0.581,0.746,0.597,2010,0.55
2310258,0.634,0.602,0.738,0.574,2010,0.5
2310308,0.57,0.46,0.764,0.526,2010,0.53
2310407,0.583,0.518,0.741,0.515,2010,0.52
2310506,0.603,0.521,0.779,0.541,2010,0.5
2310605,0.646,0.626,0.761,0.566,2010,0.45
2310704,0.629,0.604,0.734,0.562,2010,0.56
2310803,0.601,0.534,0.776,0.525,2010,0.53
2310852,0.636,0.588,0.754,0.581,2010,0.45
2310902,0.6,0.523,0.779,0.53,2010,0.52
2310951,0.591,0.526,0.769,0.51,2010,0.51
2311009,0.581,0.5,0.746,0.527,2010,0.54
2311108,0.622,0.592,0.765,0.531,2010,0.49
2311207,0.562,0.441,0.759,0.529,2010,0.58
2311231,0.604,0.538,0.754,0.544,2010,0.5
2311264,0.594,0.518,0.774,0.524,2010,0.55
2311306,0.659,0.624,0.775,0.592,2010,0.53
2311355,0.591,0.52,0.725,0.548,2010,0.51
2311405,0.642,0.567,0.789,0.592,2010,0.56
2311504,0.622,0.556,0.774,0.56,2010,0.44
2311603,0.626,0.577,0.75,0.567,2010,0.5
2311702,0.601,0.509,0.761,0.56,2010,0.6
2311801,0.674,0.626,0.791,0.617,2010,0.46
2311900,0.575,0.499,0.715,0.533,2010,0.54
2311959,0.54,0.434,0.732,0.497,2010,0.49
2312007,0.587,0.5,0.755,0.536,2010,0.66
2312106,0.612,0.557,0.779,0.527,2010,0.56
2312205,0.616,0.553,0.775,0.546,2010,0.56
2312304,0.611,0.531,0.764,0.562,2010,0.51
2312403,0.665,0.646,0.775,0.587,2010,0.51
2312502,0.654,0.576,0.784,0.62,2010,0.5
2312601,0.62,0.593,0.719,0.558,2010,0.51
2312700,0.619,0.537,0.77,0.574,2010,0.51
2312809,0.603,0.565,0.735,0.528,2010,0.52
2312908,0.714,0.675,0.832,0.647,2010,0.56
2313005,0.625,0.574,0.754,0.565,2010,0.51
2313104,0.645,0.547,0.791,0.62,2010,0.53
